"Species"	"Status_BS"	"Status_WS"	"Status_BSWS"
"Calamus asteracanthus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus ater"	"LC"	"nonLC"	"LC___nonLC"
"Calamus australis"	"LC"	"LC"	"LC___LC"
"Calamus axillaris"	"LC"	"LC"	"LC___LC"
"Calamus bachmaensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus bacularis"	"LC"	"nonLC"	"LC___nonLC"
"Calamus badius"	"NA"	"NA"	"NA___NA"
"Calamus baiyerensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus balerensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus balingensis"	"LC"	"nonLC"	"LC___nonLC"
"Calamus banggiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus bankae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus baratangensis"	"NA"	"NA"	"NA___NA"
"Calamus barbatus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus barfodii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus batanensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus beccarii"	"LC"	"LC"	"LC___LC"
"Calamus beguinii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus bicolor"	"NA"	"NA"	"NA___NA"
"Calamus billitonensis"	"NA"	"NA"	"NA___NA"
"Calamus bimanifer"	"NA"	"NA"	"NA___NA"
"Calamus binnendijkii"	"NA"	"NA"	"NA___NA"
"Calamus boniensis"	"NA"	"NA"	"NA___NA"
"Calamus bousigonii"	"LC"	"LC"	"LC___LC"
"Calamus brachypodus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus brandisii"	"NA"	"NA"	"NA___NA"
"Calamus brevicaulis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus bulubabi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus burckianus"	"NA"	"NA"	"NA___NA"
"Calamus burkillianus"	"NA"	"NA"	"NA___NA"
"Calamus caesius"	"LC"	"LC"	"LC___LC"
"Calamus calapparius"	"LC"	"nonLC"	"LC___nonLC"
"Calamus calicarpus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus calospathus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus capillosus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus caryotoides"	"LC"	"LC"	"LC___LC"
"Calamus castaneus"	"LC"	"LC"	"LC___LC"
"Calamus cawa"	"NA"	"NA"	"NA___NA"
"Calamus centralis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus ceratophorus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus cheirophyllus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus ciliaris"	"NA"	"NA"	"NA___NA"
"Calamus clemensianus"	"NA"	"NA"	"NA___NA"
"Calamus cockburnii"	"NA"	"NA"	"NA___NA"
"Calamus collarifer"	"LC"	"nonLC"	"LC___nonLC"
"Calamus compsostachys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus comptus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus concinnus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus concolor"	"LC"	"LC"	"LC___LC"
"Calamus confusus"	"NA"	"NA"	"NA___NA"
"Calamus conirostris"	"LC"	"LC"	"LC___LC"
"Calamus conjugatus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus conspectus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus convallium"	"LC"	"nonLC"	"LC___nonLC"
"Calamus corneri"	"NA"	"NA"	"NA___NA"
"Calamus crassifolius"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus crinitus"	"NA"	"NA"	"NA___NA"
"Calamus cristatus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus croftii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus cumingianus"	"NA"	"NA"	"NA___NA"
"Calamus curranii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus cuthbertsonii"	"LC"	"nonLC"	"LC___nonLC"
"Calamus daemonoropoides"	"NA"	"NA"	"NA___NA"
"Calamus dasyacanthus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus deerratus"	"LC"	"LC"	"LC___LC"
"Calamus delicatulus"	"NA"	"NA"	"NA___NA"
"Calamus densiflorus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus depauperatus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus depressiusculus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus dianbaiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus didymocarpus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus didymophyllus"	"LC"	"LC"	"LC___LC"
"Calamus diepenhorstii"	"LC"	"LC"	"LC___LC"
"Calamus digitatus"	"NA"	"NA"	"NA___NA"
"Calamus dilaceratus"	"NA"	"NA"	"NA___NA"
"Calamus dioicus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus discolor"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus distentus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus divaricatus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus dongnaiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus draco"	"LC"	"nonLC"	"LC___nonLC"
"Calamus dracunculus"	"NA"	"NA"	"NA___NA"
"Calamus dumetosus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus egregius"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus elongatus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus equestris"	"NA"	"NA"	"NA___NA"
"Calamus erectus"	"LC"	"LC"	"LC___LC"
"Calamus erinaceus"	"LC"	"LC"	"LC___LC"
"Calamus erioacanthus"	"LC"	"LC"	"LC___LC"
"Calamus erythrocarpus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus essigii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus eugenei"	"LC"	"nonLC"	"LC___nonLC"
"Calamus evansii"	"NA"	"NA"	"NA___NA"
"Calamus exilis"	"LC"	"LC"	"LC___LC"
"Calamus fertilis"	"LC"	"nonLC"	"LC___nonLC"
"Calamus filipendulus"	"NA"	"NA"	"NA___NA"
"Calamus filispadix"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus fissilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus fissus"	"LC"	"LC"	"LC___LC"
"Calamus flabellatus"	"LC"	"LC"	"LC___LC"
"Calamus flagellum"	"LC"	"LC"	"LC___LC"
"Calamus flexilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus floribundus"	"LC"	"nonLC"	"LC___nonLC"
"Calamus forbesii"	"NA"	"NA"	"NA___NA"
"Calamus formicarius"	"LC"	"nonLC"	"LC___nonLC"
"Calamus formosanus"	"LC"	"LC"	"LC___LC"
"Calamus foxworthyi"	"NA"	"NA"	"NA___NA"
"Calamus gamblei"	"NA"	"NA"	"NA___NA"
"Calamus geniculatus"	"LC"	"LC"	"LC___LC"
"Calamus georgei"	"NA"	"NA"	"NA___NA"
