"species"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"
"Elaeis oleifera"	"NE"	"NE"	"PREDICTED"	"LC"	"0.172"	"0.828"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"14.05"	"2.75"	"1.9"	"5.19802684475211"	"2.75"	"1.9"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.127896421341543"	"0.872103578658457"	"NA"	"LC"	"LC"	"LC"	"LC"	0.262997478086347	"23.6376757054639"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eleiodoxa conferta"	"NE"	"NE"	"PREDICTED"	"LC"	"0.078"	"0.922"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	"1"	"9.55"	"2.5"	"2.5"	"8.18123086872342"	"2.5"	"2.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.284401194703235"	"0.715598805296765"	"NA"	"LC"	"LC"	"LC"	"LC"	0.367553565720235	"31.9561170300805"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha barendii"	"nonLC"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"C"	"1"	"3.65"	"2.55"	"1.6"	"3.4180528071057"	"2.55"	"1.6"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.327691114363179	"20.4106038820485"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_noOcc"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Eremospatha cabrae"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"2.75"	"1.75"	"4.40968343824192"	"2.75"	"1.75"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.334777439089896	"19.645782409131"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha cuspidata"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"2.75"	"2.2"	"1.8"	"3.73221207246467"	"2.2"	"1.8"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.322986106394749	"19.7049919551582"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha dransfieldii"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"C"	"1"	"5.6"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.335166371566874	"19.807372496013"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Eremospatha haullevilleana"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"1.65"	"2.75"	"1.75"	"4.40968343824192"	"2.75"	"1.75"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.341768793323766	"19.4290129655521"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha hookeri"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"2.5"	"1.7"	"3.78300115369771"	"2.5"	"1.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.326518800452098	"20.0984259136506"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha laurentii"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"1.75"	"1.5"	"2.0616701789183"	"1.75"	"1.5"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.325951869806396	"20.0842546826817"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha macrocarpa"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"2.85"	"1.25"	"2.33165079758617"	"2.85"	"1.25"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NO"	"NA"	"YES"	"NO"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.34359953061532	"18.0887039926447"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha quinquecostulata"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.323630745802137	"20.221765053193"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha tessmanniana"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.371458105867647	"19.9497798870274"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eremospatha wendlandiana"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"C"	"1"	"NA"	"3"	"2.1"	"6.92721180116549"	"3"	"2.1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NO"	"NA"	"YES"	"YES"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.331465260422714	"17.9380421963261"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Eugeissona ambigua"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.36128900890292	"28.2431355399421"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"
"Eugeissona brachystachys"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	"1"	"5.55"	"5"	"3"	"23.5619449019234"	"5"	"3"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NA"	"NA"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.361871053536315	"28.1577054698512"	"YES"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"
"Eugeissona insignis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"EAsiaPacific"	"A"	"1"	"15.45"	"9"	"5.5"	"142.549766656637"	"9"	"5.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.39529347012837	"28.4209758110934"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"
"Eugeissona minor"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.95"	"0.05"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	"1"	"7.9"	"5.5"	"3.3"	"31.3609486644601"	"5.5"	"3.3"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.728063451076557"	"0.271936548923443"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.282752081387654	"27.9374095285773"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Eugeissona tristis"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.578"	"0.422"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	"1"	"NA"	"8"	"4.5"	"84.8230016469244"	"8"	"4.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"nonLC"	"0.701070172229578"	"0.298929827770422"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.372241157182354	"28.4166107552933"	"YES"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Eugeissona utilis"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"EAsiaPacific"	"E"	"1"	"NA"	"7"	"3.5"	"44.8985950075541"	"7"	"3.5"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.261557632276676	"28.4869915027553"	"YES"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"
"Euterpe broadwayi"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.726"	"0.274"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"6.05"	"1.2"	"1.2"	"0.90477868423386"	"1.2"	"1.2"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.672847411249535"	"0.327152588750465"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.218469944641189	"7.05920832237323"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Euterpe catinga"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.328"	"0.672"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"3.55"	"1.05"	"1.05"	"0.606131032601981"	"1.05"	"1.05"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.140123691559419"	"0.859876308440581"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.21413004884906	"7.15411952662092"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Euterpe edulis"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.484"	"0.516"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"4.13"	"1.2"	"1.2"	"0.90477868423386"	"1.2"	"1.2"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"LC"	"0.133979646110452"	"0.866020353889548"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.213012645236994	"9.48541258919989"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"
"Euterpe longibracteata"	"NE"	"NE"	"PREDICTED"	"LC"	"0.13"	"0.87"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"3.87"	"1.1"	"1.1"	"0.696909970321336"	"1.1"	"1.1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.380606364454416"	"0.619393635545584"	"NA"	"LC"	"LC"	"LC"	"LC"	0.214870358917078	"8.85231700149589"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Euterpe luminosa"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.758"	"0.242"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"2.2"	"2"	"1"	"1.0471975511966"	"2"	"1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"	"nonLC"	"0.734821913501702"	"0.265178086498298"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.233822499275385	"11.7921246422592"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Euterpe oleracea"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"LC"	"NA"	"NA"	"NA"	"LC"	"LC"	"Americas"	"E"	"0"	"4.95"	"1.5"	"1.5"	"1.76714586764426"	"1.5"	"1.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	0.238820028809708	"8.36425998993756"	"NO"	"YES"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"
"Euterpe precatoria"	"NE"	"NE"	"PREDICTED"	"LC"	"0.102"	"0.898"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"6.35"	"1.1"	"1.1"	"0.696909970321336"	"1.1"	"1.1"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.125706023721819"	"0.874293976278181"	"NA"	"LC"	"LC"	"LC"	"LC"	0.22143257884583	"7.24203476505475"	"NO"	"YES"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Gaussia attenuata"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"1.5"	"1.2"	"1.13097335529233"	"1.5"	"1.2"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.217206479141568	"10.6059844581878"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Gaussia gomez-pompae"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"1.55"	"1.55"	"1.94981639048112"	"1.55"	"1.55"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.217749395263337	"13.65191622144"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
"Gaussia maya"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.512"	"0.488"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"0"	"5.03"	"1.25"	"1.25"	"1.02265385859043"	"1.25"	"1.25"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"	"nonLC"	"0.556164562735451"	"0.443835437264549"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.216209313975784	"13.65191622144"	"NO"	"YES"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"
"Gaussia princeps"	"NE"	"LC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"NA"	"1"	"0.7"	"0.256563400043166"	"1"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.218310798867787	"11.5751966668382"	"NO"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"LC"	"LC"	"NA"	"LC"	"LC"	"NA"	"LC"	"LC"	"NA"	"LC"	"LC"
"Gaussia spirituana"	"NE"	"nonLC"	"NO_ML"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"1"	"1"	"0.523598775598299"	"1"	"1"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.220970620371367	"10.6059844581878"	"NO"	"YES"	"NO"	"YES"	"NO"	"NOPRED_data_old_noOcc"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"	"NA"	"nonLC"	"nonLC"
"Geonoma aspidiifolia"	"NE"	"NE"	"PREDICTED"	"LC"	"0.12"	"0.88"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"1.01"	"0.95"	"0.61"	"0.185089549180121"	"0.95"	"0.61"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"0.457000892614466"	"0.542999107385534"	"NA"	"LC"	"LC"	"LC"	"LC"	0.241434299526552	"3.10978885253029"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Geonoma baculifera"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"0"	"1.43"	"1.06"	"0.715375"	"0.284035095781517"	"1.06"	"0.715375"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.239952329461394	"3.78858546207839"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"
"Geonoma bernalii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.968"	"0.032"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"0"	"NA"	"0.61"	"0.61"	"0.118846973684077"	"0.61"	"0.61"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.739950456032071"	"0.260049543967929"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.249471323674243	"3.13172629177731"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"
